Placa,Tipo,Servicio,Ubicacion_Inscripcion
VTU19U,Moto,Motocicleta,COLOMBIA
JKK602,Carro,Oficial,BARRANQUILLA
FUU77P,Moto,Motocicleta,COLOMBIA
QZS628,Carro,Publico,TUNJA
LBB426,Carro,Oficial,CUCUTA
VPJ249,Carro,Particular,CALI
TMJ737,Carro,Particular,MEDELLIN
JNR80M,Moto,Motocicleta,COLOMBIA
PJK50T,Moto,Motocicleta,COLOMBIA
IFT40M,Moto,Motocicleta,COLOMBIA
TTB37S,Moto,Motocicleta,COLOMBIA
FHD604,Carro,Publico,CALI
LGS819,Carro,Publico,MEDELLIN
GQI006,Carro,Publico,BARRANQUILLA
IXC631,Carro,Publico,MANIZALES
SHT63F,Moto,Motocicleta,COLOMBIA
KXN32R,Moto,Motocicleta,COLOMBIA
GCA164,Carro,Publico,MEDELLIN
LNW78Q,Moto,Motocicleta,COLOMBIA
APQ22Y,Moto,Motocicleta,COLOMBIA
AJH612,Carro,Particular,BOGOTA D.C.
BCG761,Carro,Publico,PEREIRA
BLJ48Y,Moto,Motocicleta,COLOMBIA
KSF79P,Moto,Motocicleta,COLOMBIA
DDI33E,Moto,Motocicleta,COLOMBIA
UTX828,Carro,Publico,BARRANQUILLA
UET948,Carro,Publico,BOGOTA D.C.
EKN706,Carro,Particular,MANIZALES
APP401,Carro,Particular,PEREIRA
SNF83G,Moto,Motocicleta,COLOMBIA
RRT299,Carro,Publico,CUCUTA
MAE729,Carro,Oficial,MEDELLIN
ZWJ487,Carro,Particular,CALI
BNU080,Carro,Oficial,BOGOTA D.C.
JTH86K,Moto,Motocicleta,COLOMBIA
PWR94J,Moto,Motocicleta,COLOMBIA
BFJ67P,Moto,Motocicleta,COLOMBIA
CCX64Z,Moto,Motocicleta,COLOMBIA
RVU421,Carro,Particular,IBAGUE
HML904,Carro,Oficial,BUCARAMANGA
QXP80R,Moto,Motocicleta,COLOMBIA
DKN371,Carro,Publico,TUNJA
EUA914,Carro,Particular,MEDELLIN
ACT35H,Moto,Motocicleta,COLOMBIA
XPI24C,Moto,Motocicleta,COLOMBIA
LUX21B,Moto,Motocicleta,COLOMBIA
KLP41B,Moto,Motocicleta,COLOMBIA
SDB51U,Moto,Motocicleta,COLOMBIA
CKH86V,Moto,Motocicleta,COLOMBIA
ACQ602,Carro,Particular,CALI
WGN895,Carro,Particular,PASTO
WWT91N,Moto,Motocicleta,COLOMBIA
YYI51N,Moto,Motocicleta,COLOMBIA
CFK673,Carro,Oficial,BARRANQUILLA
BSF56P,Moto,Motocicleta,COLOMBIA
TFC80W,Moto,Motocicleta,COLOMBIA
NAQ66V,Moto,Motocicleta,COLOMBIA
EIU33M,Moto,Motocicleta,COLOMBIA
PRB14I,Moto,Motocicleta,COLOMBIA
XKX263,Carro,Publico,ENVIGADO
ASL373,Carro,Publico,BARRANQUILLA
VSK26T,Moto,Motocicleta,COLOMBIA
WMP08J,Moto,Motocicleta,COLOMBIA
JVJ69R,Moto,Motocicleta,COLOMBIA
UHC20T,Moto,Motocicleta,COLOMBIA
HUD864,Carro,Publico,ENVIGADO
CNP732,Carro,Oficial,IBAGUE
CTZ43C,Moto,Motocicleta,COLOMBIA
GSV87A,Moto,Motocicleta,COLOMBIA
NUZ22N,Moto,Motocicleta,COLOMBIA
QVT56K,Moto,Motocicleta,COLOMBIA
UJW55K,Moto,Motocicleta,COLOMBIA
AVH074,Carro,Particular,CALI
PZR97Z,Moto,Motocicleta,COLOMBIA
TKQ71Y,Moto,Motocicleta,COLOMBIA
EZC47T,Moto,Motocicleta,COLOMBIA
EDE59E,Moto,Motocicleta,COLOMBIA
DMJ02L,Moto,Motocicleta,COLOMBIA
ZDZ054,Carro,Oficial,MEDELLIN
JET135,Carro,Particular,BOGOTA D.C.
HJM835,Carro,Particular,PEREIRA
DTJ068,Carro,Oficial,IBAGUE
AGM823,Carro,Oficial,IBAGUE
ECC536,Carro,Oficial,IBAGUE
CAV80D,Moto,Motocicleta,COLOMBIA
TST37K,Moto,Motocicleta,COLOMBIA
PNE500,Carro,Oficial,CUCUTA
WUE80D,Moto,Motocicleta,COLOMBIA
ETG66Q,Moto,Motocicleta,COLOMBIA
IKM65N,Moto,Motocicleta,COLOMBIA
VSR14D,Moto,Motocicleta,COLOMBIA
VVW154,Carro,Particular,BARRANQUILLA
YSB243,Carro,Oficial,ENVIGADO
GBN40R,Moto,Motocicleta,COLOMBIA
SBB99T,Moto,Motocicleta,COLOMBIA
KVN64H,Moto,Motocicleta,COLOMBIA
UUG44T,Moto,Motocicleta,COLOMBIA
ZQU552,Carro,Oficial,BUCARAMANGA
HDW87D,Moto,Motocicleta,COLOMBIA
PCL11R,Moto,Motocicleta,COLOMBIA
PZF78E,Moto,Motocicleta,COLOMBIA
GMR430,Carro,Oficial,IBAGUE
RZT97Y,Moto,Motocicleta,COLOMBIA
TZA51H,Moto,Motocicleta,COLOMBIA
STW19Y,Moto,Motocicleta,COLOMBIA
QTC769,Carro,Particular,TUNJA
SUG160,Carro,Oficial,BARRANQUILLA
BIQ958,Carro,Publico,IBAGUE
FBQ04D,Moto,Motocicleta,COLOMBIA
XWG74Y,Moto,Motocicleta,COLOMBIA
YNJ14X,Moto,Motocicleta,COLOMBIA
TGF63R,Moto,Motocicleta,COLOMBIA
XXY30U,Moto,Motocicleta,COLOMBIA
IBJ919,Carro,Publico,BOGOTA D.C.
MCT76Y,Moto,Motocicleta,COLOMBIA
VGY755,Carro,Publico,ENVIGADO
GQQ38G,Moto,Motocicleta,COLOMBIA
GML310,Carro,Oficial,BOGOTA D.C.
IUU66C,Moto,Motocicleta,COLOMBIA
RVT397,Carro,Oficial,MANIZALES
SJD10D,Moto,Motocicleta,COLOMBIA
FGK28M,Moto,Motocicleta,COLOMBIA
AUB34X,Moto,Motocicleta,COLOMBIA
TBI078,Carro,Particular,TUNJA
MRI81P,Moto,Motocicleta,COLOMBIA
EHE12I,Moto,Motocicleta,COLOMBIA
XZY821,Carro,Oficial,CUCUTA
BGC294,Carro,Particular,MEDELLIN
DZB70E,Moto,Motocicleta,COLOMBIA
TNZ897,Carro,Oficial,TUNJA
LHI364,Carro,Oficial,MANIZALES
IAS03V,Moto,Motocicleta,COLOMBIA
PAR21T,Moto,Motocicleta,COLOMBIA
XRD150,Carro,Particular,BARRANQUILLA
QQZ372,Carro,Particular,CUCUTA
NUN04I,Moto,Motocicleta,COLOMBIA
FHN43G,Moto,Motocicleta,COLOMBIA
EZY079,Carro,Oficial,MANIZALES
DRC578,Carro,Particular,CALI
YWS510,Carro,Oficial,BUCARAMANGA
YTM50V,Moto,Motocicleta,COLOMBIA
CTK941,Carro,Publico,ENVIGADO
CXH214,Carro,Publico,PASTO
SJN74J,Moto,Motocicleta,COLOMBIA
TBY15B,Moto,Motocicleta,COLOMBIA
FJU00D,Moto,Motocicleta,COLOMBIA
TLF744,Carro,Oficial,BOGOTA D.C.
WEU594,Carro,Publico,IBAGUE
UGE092,Carro,Particular,PASTO
GGP451,Carro,Publico,BOGOTA D.C.
KPG818,Carro,Oficial,BUCARAMANGA
CKK09Y,Moto,Motocicleta,COLOMBIA
IUP90C,Moto,Motocicleta,COLOMBIA
QZE56G,Moto,Motocicleta,COLOMBIA
VRH673,Carro,Oficial,PEREIRA
CNV44K,Moto,Motocicleta,COLOMBIA
VLE881,Carro,Particular,MEDELLIN
AAK34L,Moto,Motocicleta,COLOMBIA
FIN295,Carro,Particular,MANIZALES
JEW23F,Moto,Motocicleta,COLOMBIA
MSY47G,Moto,Motocicleta,COLOMBIA
GZX26R,Moto,Motocicleta,COLOMBIA
BLM041,Carro,Particular,PASTO
QEJ27X,Moto,Motocicleta,COLOMBIA
NQK32A,Moto,Motocicleta,COLOMBIA
XSV017,Carro,Publico,BUCARAMANGA
HYF71H,Moto,Motocicleta,COLOMBIA
QFF86B,Moto,Motocicleta,COLOMBIA
TFJ036,Carro,Oficial,TUNJA
JUA80P,Moto,Motocicleta,COLOMBIA
QRM442,Carro,Publico,CUCUTA
DUB55L,Moto,Motocicleta,COLOMBIA
RQL10Y,Moto,Motocicleta,COLOMBIA
BUW07R,Moto,Motocicleta,COLOMBIA
FWS84J,Moto,Motocicleta,COLOMBIA
JXP86Q,Moto,Motocicleta,COLOMBIA
NXB417,Carro,Publico,MEDELLIN
FAL81L,Moto,Motocicleta,COLOMBIA
DZL71Q,Moto,Motocicleta,COLOMBIA
XFP125,Carro,Oficial,MANIZALES
UXZ839,Carro,Particular,MEDELLIN
JZE43N,Moto,Motocicleta,COLOMBIA
MWS049,Carro,Oficial,MANIZALES
INR721,Carro,Oficial,PEREIRA
CIA664,Carro,Particular,IBAGUE
SSL78T,Moto,Motocicleta,COLOMBIA
DBK409,Carro,Oficial,CUCUTA
ANC76J,Moto,Motocicleta,COLOMBIA
NHF188,Carro,Particular,PASTO
BSV26N,Moto,Motocicleta,COLOMBIA
PMB274,Carro,Oficial,MEDELLIN
FEJ49W,Moto,Motocicleta,COLOMBIA
ALV51D,Moto,Motocicleta,COLOMBIA
JLB746,Carro,Publico,TUNJA
GRZ630,Carro,Oficial,IBAGUE
BLU46V,Moto,Motocicleta,COLOMBIA
RXA177,Carro,Particular,MANIZALES
YDU33X,Moto,Motocicleta,COLOMBIA
UBN13Y,Moto,Motocicleta,COLOMBIA
QDH86J,Moto,Motocicleta,COLOMBIA
ZLG804,Carro,Oficial,TUNJA
VGW64S,Moto,Motocicleta,COLOMBIA
REZ13V,Moto,Motocicleta,COLOMBIA
NID960,Carro,Oficial,BOGOTA D.C.
GPA335,Carro,Particular,TUNJA
MVA379,Carro,Publico,IBAGUE
EPC99C,Moto,Motocicleta,COLOMBIA
ZXF306,Carro,Particular,ENVIGADO
LRB600,Carro,Oficial,MEDELLIN
VGQ407,Carro,Particular,PEREIRA
YAR159,Carro,Oficial,CALI
GNC681,Carro,Particular,BARRANQUILLA
LXT837,Carro,Publico,MEDELLIN
XVN17N,Moto,Motocicleta,COLOMBIA
YSA859,Carro,Publico,CUCUTA
PST516,Carro,Publico,BOGOTA D.C.
YFU752,Carro,Particular,TUNJA
LAZ694,Carro,Publico,BOGOTA D.C.
TZI82L,Moto,Motocicleta,COLOMBIA
DVL90U,Moto,Motocicleta,COLOMBIA
GUM85B,Moto,Motocicleta,COLOMBIA
XHN062,Carro,Particular,CUCUTA
RNC58L,Moto,Motocicleta,COLOMBIA
CZI85K,Moto,Motocicleta,COLOMBIA
PAC41X,Moto,Motocicleta,COLOMBIA
PCR86S,Moto,Motocicleta,COLOMBIA
YMQ890,Carro,Particular,CUCUTA
BML08H,Moto,Motocicleta,COLOMBIA
BUY366,Carro,Publico,BUCARAMANGA
CYL398,Carro,Publico,ENVIGADO
JWS267,Carro,Publico,ENVIGADO
GYV388,Carro,Publico,BARRANQUILLA
DBI48D,Moto,Motocicleta,COLOMBIA
NTR561,Carro,Particular,BUCARAMANGA
EXW84K,Moto,Motocicleta,COLOMBIA
KJI361,Carro,Oficial,MANIZALES
QBV73X,Moto,Motocicleta,COLOMBIA
HCS52P,Moto,Motocicleta,COLOMBIA
CBY46W,Moto,Motocicleta,COLOMBIA
AWF687,Carro,Oficial,MEDELLIN
NZG045,Carro,Particular,BOGOTA D.C.
BJF69C,Moto,Motocicleta,COLOMBIA
NFP135,Carro,Particular,PASTO
FVV769,Carro,Oficial,MEDELLIN
VDQ68B,Moto,Motocicleta,COLOMBIA
MJX69Y,Moto,Motocicleta,COLOMBIA
ZGE884,Carro,Oficial,CALI
CWF34J,Moto,Motocicleta,COLOMBIA
UWA07A,Moto,Motocicleta,COLOMBIA
MXU92U,Moto,Motocicleta,COLOMBIA
TFP21K,Moto,Motocicleta,COLOMBIA
PDP24H,Moto,Motocicleta,COLOMBIA
XNF687,Carro,Publico,BOGOTA D.C.
QIE61I,Moto,Motocicleta,COLOMBIA
CWJ46F,Moto,Motocicleta,COLOMBIA
LVG31S,Moto,Motocicleta,COLOMBIA
UEM36Q,Moto,Motocicleta,COLOMBIA
MUF56J,Moto,Motocicleta,COLOMBIA
RWV67W,Moto,Motocicleta,COLOMBIA
KQW280,Carro,Publico,ENVIGADO
RVZ132,Carro,Publico,CALI
IAV485,Carro,Particular,PASTO
WGG325,Carro,Oficial,TUNJA
MBG953,Carro,Particular,CUCUTA
IRW880,Carro,Particular,IBAGUE
PJZ45B,Moto,Motocicleta,COLOMBIA
TYW75Y,Moto,Motocicleta,COLOMBIA
FIQ878,Carro,Particular,TUNJA
QDS641,Carro,Particular,PEREIRA
NMX954,Carro,Particular,TUNJA
WZP49C,Moto,Motocicleta,COLOMBIA
DYA49Y,Moto,Motocicleta,COLOMBIA
IAL29Q,Moto,Motocicleta,COLOMBIA
YQU082,Carro,Particular,BOGOTA D.C.
JEI56I,Moto,Motocicleta,COLOMBIA
ILK565,Carro,Publico,TUNJA
UUA86U,Moto,Motocicleta,COLOMBIA
QAT194,Carro,Oficial,BUCARAMANGA
TNK749,Carro,Particular,PASTO
NFL949,Carro,Oficial,ENVIGADO
QDJ24T,Moto,Motocicleta,COLOMBIA
QPA29L,Moto,Motocicleta,COLOMBIA
DCV402,Carro,Publico,PASTO
WXE742,Carro,Oficial,MANIZALES
GZG010,Carro,Oficial,PEREIRA
SGQ59A,Moto,Motocicleta,COLOMBIA
PIU62C,Moto,Motocicleta,COLOMBIA
JTM586,Carro,Oficial,BUCARAMANGA
YFM584,Carro,Particular,CUCUTA
RTX540,Carro,Oficial,MANIZALES
GZS435,Carro,Particular,BUCARAMANGA
NLZ604,Carro,Publico,BARRANQUILLA
IXW32S,Moto,Motocicleta,COLOMBIA
ULB450,Carro,Publico,BUCARAMANGA
ICK995,Carro,Oficial,PEREIRA
JEP81X,Moto,Motocicleta,COLOMBIA
ZQE99X,Moto,Motocicleta,COLOMBIA
EDT715,Carro,Publico,TUNJA
ANB79M,Moto,Motocicleta,COLOMBIA
VMJ54S,Moto,Motocicleta,COLOMBIA
YMR98S,Moto,Motocicleta,COLOMBIA
ULG412,Carro,Publico,IBAGUE
MKD497,Carro,Particular,CALI
DXT003,Carro,Oficial,CUCUTA
AVZ554,Carro,Publico,TUNJA
BKA63B,Moto,Motocicleta,COLOMBIA
CNV714,Carro,Particular,CUCUTA
SNB59K,Moto,Motocicleta,COLOMBIA
QGD38C,Moto,Motocicleta,COLOMBIA
IEC973,Carro,Particular,MEDELLIN
DWC589,Carro,Oficial,BOGOTA D.C.
WFN41L,Moto,Motocicleta,COLOMBIA
RAM66A,Moto,Motocicleta,COLOMBIA
HQS730,Carro,Oficial,BOGOTA D.C.
IGL326,Carro,Oficial,PEREIRA
QRG41V,Moto,Motocicleta,COLOMBIA
ZEY26P,Moto,Motocicleta,COLOMBIA
GLK092,Carro,Publico,MEDELLIN
YPQ435,Carro,Oficial,PASTO
HQD48J,Moto,Motocicleta,COLOMBIA
KEL141,Carro,Publico,PASTO
FBJ14U,Moto,Motocicleta,COLOMBIA
WHL72X,Moto,Motocicleta,COLOMBIA
EBS38M,Moto,Motocicleta,COLOMBIA
GMM43N,Moto,Motocicleta,COLOMBIA
WBL816,Carro,Oficial,TUNJA
MJY56X,Moto,Motocicleta,COLOMBIA
ZRU213,Carro,Oficial,PASTO
IWK536,Carro,Publico,BUCARAMANGA
MUK13F,Moto,Motocicleta,COLOMBIA
XPA642,Carro,Particular,BARRANQUILLA
TTM67R,Moto,Motocicleta,COLOMBIA
TWX844,Carro,Oficial,PEREIRA
YBK745,Carro,Oficial,CUCUTA
WVK851,Carro,Publico,BARRANQUILLA
ZRC502,Carro,Particular,CUCUTA
VEB118,Carro,Publico,ENVIGADO
DVN14B,Moto,Motocicleta,COLOMBIA
BGV457,Carro,Oficial,MEDELLIN
DBN15U,Moto,Motocicleta,COLOMBIA
URT85B,Moto,Motocicleta,COLOMBIA
YZA472,Carro,Particular,CALI
XMB28Q,Moto,Motocicleta,COLOMBIA
NMB47M,Moto,Motocicleta,COLOMBIA
MRS659,Carro,Oficial,ENVIGADO
KRH378,Carro,Oficial,PEREIRA
VRK108,Carro,Particular,BARRANQUILLA
ITA717,Carro,Particular,PASTO
JCZ987,Carro,Oficial,MANIZALES
YTY791,Carro,Particular,PASTO
LCC124,Carro,Oficial,BOGOTA D.C.
XYX38S,Moto,Motocicleta,COLOMBIA
TWW999,Carro,Particular,PASTO
UHX518,Carro,Oficial,ENVIGADO
JCL367,Carro,Publico,PEREIRA
HBQ82D,Moto,Motocicleta,COLOMBIA
IKJ213,Carro,Particular,MANIZALES
PYD315,Carro,Oficial,IBAGUE
ZWI37Y,Moto,Motocicleta,COLOMBIA
UGG38I,Moto,Motocicleta,COLOMBIA
ZDQ382,Carro,Particular,BARRANQUILLA
YAK407,Carro,Particular,BARRANQUILLA
VTL369,Carro,Particular,ENVIGADO
BZK01N,Moto,Motocicleta,COLOMBIA
PQB493,Carro,Particular,BUCARAMANGA
FBF45C,Moto,Motocicleta,COLOMBIA
YBG74Y,Moto,Motocicleta,COLOMBIA
PXS38S,Moto,Motocicleta,COLOMBIA
THE143,Carro,Publico,PEREIRA
FBJ561,Carro,Particular,BOGOTA D.C.
IBY109,Carro,Oficial,ENVIGADO
VVA21J,Moto,Motocicleta,COLOMBIA
YPA40L,Moto,Motocicleta,COLOMBIA
GDE99C,Moto,Motocicleta,COLOMBIA
EVD44F,Moto,Motocicleta,COLOMBIA
MXY072,Carro,Oficial,MEDELLIN
GGL62C,Moto,Motocicleta,COLOMBIA
YAZ20W,Moto,Motocicleta,COLOMBIA
WSA423,Carro,Particular,BARRANQUILLA
ILT50N,Moto,Motocicleta,COLOMBIA
KAD22W,Moto,Motocicleta,COLOMBIA
TYQ69X,Moto,Motocicleta,COLOMBIA
AJE74Q,Moto,Motocicleta,COLOMBIA
WWK125,Carro,Particular,PASTO
AHV33X,Moto,Motocicleta,COLOMBIA
TNF01D,Moto,Motocicleta,COLOMBIA
SKK00S,Moto,Motocicleta,COLOMBIA
TWN244,Carro,Particular,BUCARAMANGA
UHT78M,Moto,Motocicleta,COLOMBIA
AHX463,Carro,Oficial,CUCUTA
GYA63J,Moto,Motocicleta,COLOMBIA
VZH21A,Moto,Motocicleta,COLOMBIA
PUQ24H,Moto,Motocicleta,COLOMBIA
UBQ58X,Moto,Motocicleta,COLOMBIA
VZX30X,Moto,Motocicleta,COLOMBIA
FJF424,Carro,Publico,IBAGUE
KIH01R,Moto,Motocicleta,COLOMBIA
ZWU10D,Moto,Motocicleta,COLOMBIA
DAR33F,Moto,Motocicleta,COLOMBIA
VEP229,Carro,Oficial,PASTO
XDX325,Carro,Publico,PEREIRA
CVG605,Carro,Particular,MANIZALES
JLY11D,Moto,Motocicleta,COLOMBIA
KXM08Q,Moto,Motocicleta,COLOMBIA
LCY34X,Moto,Motocicleta,COLOMBIA
SFF35Z,Moto,Motocicleta,COLOMBIA
WGG978,Carro,Publico,CUCUTA
IPA296,Carro,Oficial,BUCARAMANGA
PST55J,Moto,Motocicleta,COLOMBIA
DTL099,Carro,Publico,MEDELLIN
RFT613,Carro,Publico,MEDELLIN
CTL14P,Moto,Motocicleta,COLOMBIA
LEK24X,Moto,Motocicleta,COLOMBIA
WSZ79A,Moto,Motocicleta,COLOMBIA
CCB41K,Moto,Motocicleta,COLOMBIA
DLI803,Carro,Particular,ENVIGADO
RSG043,Carro,Particular,MEDELLIN
KTG974,Carro,Publico,BARRANQUILLA
AMP269,Carro,Particular,CUCUTA
LBA49C,Moto,Motocicleta,COLOMBIA
LNA934,Carro,Particular,BARRANQUILLA
EVF112,Carro,Particular,BUCARAMANGA
PNN96R,Moto,Motocicleta,COLOMBIA
KPY946,Carro,Particular,PEREIRA
WNV900,Carro,Particular,MEDELLIN
JPL100,Carro,Publico,BARRANQUILLA
HFK052,Carro,Particular,BUCARAMANGA
UNA80J,Moto,Motocicleta,COLOMBIA
DER37U,Moto,Motocicleta,COLOMBIA
KBN628,Carro,Publico,BOGOTA D.C.
NSD53F,Moto,Motocicleta,COLOMBIA
GWR37Y,Moto,Motocicleta,COLOMBIA
VHC35E,Moto,Motocicleta,COLOMBIA
FWR64L,Moto,Motocicleta,COLOMBIA
EDG74K,Moto,Motocicleta,COLOMBIA
KZB14L,Moto,Motocicleta,COLOMBIA
EII036,Carro,Oficial,MANIZALES
NEU843,Carro,Particular,ENVIGADO
NEA84L,Moto,Motocicleta,COLOMBIA
ZKE385,Carro,Oficial,BARRANQUILLA
QFB95R,Moto,Motocicleta,COLOMBIA
JDD69J,Moto,Motocicleta,COLOMBIA
XMB48L,Moto,Motocicleta,COLOMBIA
MXT85E,Moto,Motocicleta,COLOMBIA
RAS706,Carro,Publico,IBAGUE
KLS25P,Moto,Motocicleta,COLOMBIA
WBK92M,Moto,Motocicleta,COLOMBIA
BXG524,Carro,Publico,MEDELLIN
JMU106,Carro,Publico,BARRANQUILLA
ZVL29K,Moto,Motocicleta,COLOMBIA
FZW79A,Moto,Motocicleta,COLOMBIA
SNU65R,Moto,Motocicleta,COLOMBIA
YJQ01M,Moto,Motocicleta,COLOMBIA
QDF71G,Moto,Motocicleta,COLOMBIA
LRE97F,Moto,Motocicleta,COLOMBIA
YXX89T,Moto,Motocicleta,COLOMBIA
IFT406,Carro,Publico,BARRANQUILLA
NQZ577,Carro,Particular,CUCUTA
PTY304,Carro,Publico,CALI
GQZ364,Carro,Oficial,ENVIGADO
GBI631,Carro,Particular,PASTO
SJX50R,Moto,Motocicleta,COLOMBIA
NXW341,Carro,Oficial,BOGOTA D.C.
EEA399,Carro,Particular,TUNJA
TBV10C,Moto,Motocicleta,COLOMBIA
HNA568,Carro,Particular,MANIZALES
EVL84P,Moto,Motocicleta,COLOMBIA
FHA69W,Moto,Motocicleta,COLOMBIA
YZD22Y,Moto,Motocicleta,COLOMBIA
AID733,Carro,Oficial,BARRANQUILLA
MWT947,Carro,Oficial,TUNJA
IEE698,Carro,Publico,PASTO
MCF781,Carro,Particular,PEREIRA
PLM54C,Moto,Motocicleta,COLOMBIA
DZY216,Carro,Particular,BOGOTA D.C.
BAQ707,Carro,Oficial,PEREIRA
GLZ44N,Moto,Motocicleta,COLOMBIA
MRP990,Carro,Publico,CALI
SVB26Q,Moto,Motocicleta,COLOMBIA
FYT220,Carro,Publico,BOGOTA D.C.
RAV610,Carro,Particular,MANIZALES
KVR455,Carro,Oficial,IBAGUE
TRE73P,Moto,Motocicleta,COLOMBIA
RIG34Q,Moto,Motocicleta,COLOMBIA
VTC96R,Moto,Motocicleta,COLOMBIA
SYK543,Carro,Publico,IBAGUE
KTY45E,Moto,Motocicleta,COLOMBIA
ZGY08Y,Moto,Motocicleta,COLOMBIA
DJI069,Carro,Publico,PEREIRA
UFP85I,Moto,Motocicleta,COLOMBIA
ZAN775,Carro,Publico,BARRANQUILLA
EMC696,Carro,Publico,IBAGUE
ZDR70K,Moto,Motocicleta,COLOMBIA
LBC53M,Moto,Motocicleta,COLOMBIA
NAH893,Carro,Particular,PASTO
PKL677,Carro,Particular,BARRANQUILLA
QZW46X,Moto,Motocicleta,COLOMBIA
KHG44K,Moto,Motocicleta,COLOMBIA
RBV84B,Moto,Motocicleta,COLOMBIA
HHV544,Carro,Particular,CALI
PXA758,Carro,Particular,IBAGUE
IWR010,Carro,Particular,CALI
SWA14U,Moto,Motocicleta,COLOMBIA
ZDF18V,Moto,Motocicleta,COLOMBIA
KTF457,Carro,Oficial,BUCARAMANGA
MCN33P,Moto,Motocicleta,COLOMBIA
FIT672,Carro,Oficial,BARRANQUILLA
CPH90Q,Moto,Motocicleta,COLOMBIA
MCD742,Carro,Particular,PASTO
DVW278,Carro,Particular,MANIZALES
CEV70Y,Moto,Motocicleta,COLOMBIA
DWS58V,Moto,Motocicleta,COLOMBIA
KPZ16T,Moto,Motocicleta,COLOMBIA
QBB240,Carro,Publico,BARRANQUILLA
ZUF16J,Moto,Motocicleta,COLOMBIA
MGP277,Carro,Particular,BUCARAMANGA
HVF143,Carro,Oficial,CALI
WVA36E,Moto,Motocicleta,COLOMBIA
VRP66J,Moto,Motocicleta,COLOMBIA
MWF366,Carro,Particular,CALI
DAC56D,Moto,Motocicleta,COLOMBIA
EFA34T,Moto,Motocicleta,COLOMBIA
WVP350,Carro,Oficial,TUNJA
WYI702,Carro,Oficial,BUCARAMANGA
JMC122,Carro,Publico,ENVIGADO
CRN435,Carro,Publico,TUNJA
KKE938,Carro,Publico,MANIZALES
LZB14H,Moto,Motocicleta,COLOMBIA
UPN233,Carro,Oficial,BARRANQUILLA
NEN341,Carro,Particular,IBAGUE
PWL71W,Moto,Motocicleta,COLOMBIA
NFE838,Carro,Publico,BARRANQUILLA
CPX105,Carro,Particular,PEREIRA
LSD322,Carro,Oficial,IBAGUE
ADN439,Carro,Particular,IBAGUE
CER47I,Moto,Motocicleta,COLOMBIA
CSL014,Carro,Publico,BARRANQUILLA
BVZ14F,Moto,Motocicleta,COLOMBIA
CWT506,Carro,Publico,ENVIGADO
ZDH00G,Moto,Motocicleta,COLOMBIA
QYB714,Carro,Publico,PASTO
CQR949,Carro,Oficial,PASTO
AQD616,Carro,Oficial,BOGOTA D.C.
PPI902,Carro,Oficial,BUCARAMANGA
TNC596,Carro,Oficial,PEREIRA
IXY09R,Moto,Motocicleta,COLOMBIA
YJP96M,Moto,Motocicleta,COLOMBIA
DAF857,Carro,Particular,BUCARAMANGA
LCT153,Carro,Particular,IBAGUE
XPB907,Carro,Particular,MEDELLIN
CYJ29J,Moto,Motocicleta,COLOMBIA
SJU11T,Moto,Motocicleta,COLOMBIA
WEC018,Carro,Particular,IBAGUE
KUI60Z,Moto,Motocicleta,COLOMBIA
LVE24K,Moto,Motocicleta,COLOMBIA
IBW042,Carro,Particular,CUCUTA
NCB002,Carro,Particular,MANIZALES
HRE146,Carro,Publico,MANIZALES
AJW315,Carro,Oficial,TUNJA
RGD30C,Moto,Motocicleta,COLOMBIA
CTW09C,Moto,Motocicleta,COLOMBIA
HLG84S,Moto,Motocicleta,COLOMBIA
DKK28B,Moto,Motocicleta,COLOMBIA
SEG663,Carro,Publico,PASTO
ABZ17J,Moto,Motocicleta,COLOMBIA
MAT774,Carro,Publico,IBAGUE
ZGF189,Carro,Particular,BARRANQUILLA
UIB40L,Moto,Motocicleta,COLOMBIA
YDG636,Carro,Oficial,MEDELLIN
UNW630,Carro,Oficial,CUCUTA
VPI24C,Moto,Motocicleta,COLOMBIA
VVC39X,Moto,Motocicleta,COLOMBIA
SLN05P,Moto,Motocicleta,COLOMBIA
CWA116,Carro,Oficial,CALI
EPN22M,Moto,Motocicleta,COLOMBIA
TMV36N,Moto,Motocicleta,COLOMBIA
FBF439,Carro,Publico,TUNJA
ZWE99L,Moto,Motocicleta,COLOMBIA
TLK806,Carro,Particular,MANIZALES
DSI01U,Moto,Motocicleta,COLOMBIA
JRZ124,Carro,Oficial,MANIZALES
VRM46F,Moto,Motocicleta,COLOMBIA
MUG752,Carro,Particular,ENVIGADO
RJY80L,Moto,Motocicleta,COLOMBIA
XFM680,Carro,Particular,BOGOTA D.C.
LCC485,Carro,Oficial,BARRANQUILLA
MTE630,Carro,Particular,ENVIGADO
ZBN71U,Moto,Motocicleta,COLOMBIA
UND32U,Moto,Motocicleta,COLOMBIA
NYW73L,Moto,Motocicleta,COLOMBIA
VIL67D,Moto,Motocicleta,COLOMBIA
YPI227,Carro,Publico,CALI
SPZ92W,Moto,Motocicleta,COLOMBIA
DFF087,Carro,Particular,BARRANQUILLA
UCX073,Carro,Oficial,BOGOTA D.C.
NYT16C,Moto,Motocicleta,COLOMBIA
HNJ56T,Moto,Motocicleta,COLOMBIA
TCB101,Carro,Publico,BUCARAMANGA
AME40K,Moto,Motocicleta,COLOMBIA
AGJ354,Carro,Publico,BARRANQUILLA
XQB395,Carro,Oficial,BUCARAMANGA
